tour_id,title,rating,n_reviews,duration,is_pickup_offered,is_risk_free_cancellation,overview,starting_price_usd,duration_type
67,"San Francisco Frenzy Scavenger Hunt",5.0,1,2.0,0,1,"Our very unique, immersive adventures are the only ones of their kind. We, unlike other companies, provide your very own remote, interactive, live host to assist and encourage you along through your phone. We are an Austin, TX-based global custom event design company offering scavenger hunts and other events in 300+ cities in North America and beyond. Our specially hand-crafted adventures are equal parts tour, creative challenge, detective hunt, and social experiment! Guests get to discover in an alternate reality our favorite hidden gems off the beaten trail and creatively interpret fun art, history, and culture clues - for points! They get to enjoy fame and glory while appearing on our website’s international leaderboard, no matter what their score. They get to essentially race other teams in other cities, even if they don’t have competitors who have signed up in their city that day. Get ready to discover unusual oddities, laugh out loud, and make the experience your own!",15.91,"1-4 hours"
68,"San Francisco Telegraph Hill & The Old Waterfront Tour",NULL,0,3.0,0,1,"Take a secret passage to the landmark Telegraph Hill. Enjoy views of the waterfront, explore the history of the Embarcadero and charm of the wooden steps & lush greenery that wrap around the Filbert Stairs. Reach the summit & take-in local history at Coit Tower, a San Francisco landmark in Pioneer Park. Beyond the tower a hidden garden awaits, offering spectacular views of the Bay, Golden Gate Bridge, & infamous Alcatraz Island. Descend the masonry of the Greenwich Street steps to Levi Plaza, the headquarters of jeans, & visit Green Street Lab, where Philo Farnsworth sent the 1st television transmission. Following the breeze of the Old Waterfront, we’ll head to the coast, enjoy pictures of the "old days", when three-mast ships bustled along Yerba Buena Cove during San Francisco’s construction. Today, the Embarcadero waterfront hosts attractions like the delicious Ferry Building(with over 100+ Vendors for shopping & local bites)–our starting & ending point for this four-mile urban hike.",56.55,"1-4 hours"
69,"Private Tour: San Francisco Sightseeing - 3 Hour",5.0,3,3.0,1,0,"San Francisco 3 hour tour. You will enjoy breathtaking views and world known landmarks of San Francisco in a private luxury vehicle with a private chauffeur.",365.38,"1-4 hours"
70,"Magical Christmas Wonders: A San Francisco Stroll",5.0,1,2.0,0,1,"Embark on a magical journey through the heart of San Francisco this Christmas. Imagine yourself wandering amidst the twinkling lights of Union Square, each step taking you deeper into a festive fairy tale. Feel the holiday spirit come alive as you marvel at Macy’s iconic window displays, each more enchanting than the last. As you weave through the bustling streets, the grandeur of the Westfield San Francisco Centre awaits, its festive dome a beacon of holiday cheer. Your adventure culminates at the majestic City Hall, resplendent in its Christmas attire, a sight to behold. This tour isn’t just a walk; it’s a transformation into the hero of your own Christmas story, experiencing the city’s yuletide magic up close. Don’t just dream of a white Christmas; step into one with us. Join now and create memories that will twinkle like the lights of San Francisco.",NULL,"1-4 hours"
71,"3-Hour Beyond the Bridge Buggy Tour to Sausalito",NULL,0,3.0,0,1,"Let GoCAR’s EV Sport vehicle take you off the beaten path through the hinterland of San Francisco via the Presidio and Crissy Field on the way to the Golden Gate Bridge and then onto Sausalito. Go where no GoCAR has gone before. Snap some amazing photos along the Pacific Ocean and see the Golden Gate Bridge up close. You can even park and take a stroll along the span of the bridge if you choose. There is a detour option to venture into the Marin Headlands to extend the tour if you wish, with great driving roads built by the US Army. Amazing military history along the way. Finish your tour where tour buses can’t by winding your way up Russian Hill to take an exhilarating ride down the Crooked Street (Optional detour)",262.46,"1-4 hours"
72,"2-Hour Sunset or Evening Private Jeep Tour of San Francisco",4.8,4,2.0,0,1,"Enjoy a 2 hour tour in an open-top, convertible Jeep with your own personal tour guide. See San Francisco at night or book a sunset tour. Explore the city’s sparkling sights on a timetable that suits your travel itinerary. And yes, we stop at the Golden Gate Bridge! Our open-air convertible Jeeps fit 6 guests plus the driver guide. Recommended seating for up to 4 adults and 2 children / teens in the 3rd row seating. Our 2-hour tour covers most of the city's waterfront highlights and both the Golden Gate Bridge and the Bay Bridge. Customize the experience with a choice of ride down Lombard Street (depending on traffic), a jaunt through Union Square, a climb to Nob Hill, or a cruise through Chinatown.",294.06,"1-4 hours"
73,"Guided Bike tour across the Golden Gate Bridge",NULL,0,3.0,0,1,"Embark on an extraordinary journey beyond the ordinary tourist routes, as our knowledgeable guides lead you to enchanting spots that are often overlooked. Uncover the fascinating tales that have shaped the Golden Gate Bridge's legacy, deepening your appreciation for its iconic presence. The 3-hour guided tour ends in Sausalito, where you are free to bike more on your own and return to the city at your own convenience. This way you have the freedom to explore at your own pace, savoring every moment of the stunning scenery and hidden gems that await your discovery. After your unforgettable adventure, simply drop off the bike hassle-free, ensuring a seamless end to your Golden Gate Bridge experience.",47.85,"1-4 hours"
74,"City & Woods: 1 Day Hop-On Hop-Off & Muir Woods Tour",5.0,1,4.0,0,1,"This valuable package combines the popular Hop-On Hop-Off City Tour with a visit to the impressive Muir Woods National Monument as well as charming Sausalito. See all major sites of San Francisco on an open top Double Decker bus and explore the city at your leisure for one full day. Cross the iconic Golden Gate Bridge with incredible views of Alcatraz Island and San Francisco’s skyline. See the gigantic Coast Redwoods, some of the tallest trees in the world, while exploring the hiking trails in Muir Woods. You can choose to tour the city and see the woods in just one day, or you can fill two exciting days in and around San Francisco with this incredible combo ticket.",135.70,"1-4 hours"
75,"San Francisco Bay Cruise & Double Decker Night Tour",3.4,49,2.5,0,1,"Explore San Francisco by bus and by boat with this valuable combo ticket. During the day enjoy the breathtaking views of San Francisco’s skyline from the water and get close to Alcatraz Island during the 60-minute Bay Cruise. In the evening, ride on an open top Double Decker bus to see the most vibrant neighborhoods of San Francisco, such as Fisherman’s Wharf, Russian Hill, Nob Hill and the Financial District. Cross the sparkling Bay Bridge to visit Treasure Island with amazing views of the skyline at twilight.",70.37,"1-4 hours"
76,"Private Small Group Tour of San Francisco",NULL,0,3.0,1,1,"Take a private tour of America's most beautiful city! start from downtown and see all major attractions: Union Square, China Town, Nob Hill, Financial District, SOMA, Embarcadero, Levi Straus, North Beach, Telegraph Hill, Coit Tower, Pier 39, Fisherman's Wharf, Marina, Golden Gate Bridge. Take multiple stops in the most amazing locations where the guide will be happy to take pictures of your group. Enjoy the variety of neighborhoods, nature and architecture! Ask your driver/guide what you want to see the most and he will be happy to customize the tour! Listen about the history, culture and modern politics of the city!!!",695.13,"1-4 hours"
77,"2hrs- Beyond the Bridge - Marin Headlands GoCar Tour",NULL,0,2.0,0,1,"Your aim is to cross the Golden Gate Bridge (GGB) going north into the Marin Headlands, a pristine park and wilderness on the city’s doorstep. Return home via Crooked Lombard street if you wish. Amazing views and memories come as standard. A one of a kind experience as you explore beyond the City in our new GoCAR EV Sport - an Arcimoto “FUV” electric vehicle that is a freeway legal, three-wheeled motorcycle with a top speed of 75 mph. It is designed to offer you an exhilarating, open-air driving experience for two people sitting in a tandem configuration.",203.79,"1-4 hours"
78,"San Francisco Virtual Food Tour with Local Guide",NULL,0,1.5,0,1,"From Chinatown, to North Beach/Little Italy, the Mission and the Marina, interact with our local guides to explore our neighborhoods and then join our beloved food stops as they demonstrate making a number of San Francisco favorites. With their recipes in hand, you’ll be able to make these delicacies at home.",16.53,"1-4 hours"
79,"Private Food Tour of the Mission District - San Francisco",NULL,0,3.0,0,1,"Discover the vibrant and colourful Mission District of San Francisco on a privately guided food tasting tour of this Bohemian neighbourhood. With its trendy lifestyle, Mission District is famous for its Latin history and traditions, culture and delicious cuisine as well as its bright, socially engaged street art and amazing murals. Enjoy several tastings of traditional favourites, including empanadas, pupusas, sweet bread, sumptuous local artisanal chocolate at Dandelion Factory and an array of delicious tapas. Explore the lush lawns of the 16-acre park, a hub for locals, as you learn all about the fascinating history of Mission, which spans over two thousand years. It developed in the 18th century under Spanish colonization, and the rest of San Francisco grew from there. Enjoy the historic buildings like the Women’s Building, famous for the MaestraPeace street art installation, and wander along with the Clarion Alley Mural Project, founded by a collective of local artists.",382.80,"1-4 hours"
80,"San Francisco Local Fashion Shopping Tour with a Stylist",NULL,0,3.0,0,0,"Discover the local shopping scene and its fashion DNA with a professional stylist as you embark on a personalized shopping circuit built to meet your style and wishes. Learn more about the art of styling your body features and take a figurative soft tour outside your comfort zone as your stylist pulls pieces for you to explore and try. Think of it as a mini style consultation followed by recommendations and a hands-on practice session during the shopping tour where you can ask any fashion and style-related questions. Throughout your shopping circuit and neighborhood's discovery, listen to fashion stories as told by your fashion savvy guide, and get a unique insight into the industry. Prior to your shopping tour, you will be sent a little shopping form to help personalize your experience. And following your fashion escapade, you will be sent a personal style summary of recommendations received by your stylist as well as some tour souvenir photos.",137.47,"1-4 hours"
81,"Alcatraz Day Tour and San Francisco Bay Cruise",4.6,7,4.0,0,0,"These two high-quality, separate-departure tours can be done in the same day or over more than one day. First, choose a date from the schedule for the daytime Alcatraz prison tour, complete with headset audio (available in Dutch, English, French, German, Italian, Japanese, Korean, Mandarin, Portuguese, Russian and Spanish). Either before or after Alcatraz, you can enjoy a "boat-load" of spectacular views along San Francisco Bay. Considering how often Alcatraz sells out at the Pier 33 Box Office, this package is often a great way to get a ticket to Alcatraz and make memories going under the Golden Gate Bridge.",114.38,"1-4 hours"
82,"Historical tour in San Francisco",NULL,0,2.0,0,1,"Ever wondered why San Francisco is called “Everyone’s Favorite City”? Kick off the tour with a scenic stroll down Nob Hill. A centerpiece of liberal arts and culture. Multiple car chases took place here – both real & film. Even Hitchcock shot his masterpiece, Vertigo here. Let our local guide take you even deeper into the Bay Area’s centerpiece. Get a drop of heaven in one of America’s largest churches. The thrilling labyrinths of Grace Cathedral. Explore the nuts and bolts of the Cable Car Museum. Dive into the history of this mass transit system. And plenty more waiting for you behind the curtains. San Francisco is a movie set that’s come to life.",582.50,"1-4 hours"
83,"Streets and Stairways of San Francisco with Local Guided Tour",5.0,1,2.0,0,1,"Wind your way through the historic heart of San Francisco, learning about the people, places, and events that shaped the city. Starting at the historic Ferry Building, the tour takes trekkers through Jackson Square, old Yerba Buena, North Beach, Telegraph Hill, Chinatown, and more. We’ll stop at several famous points of interest including St. Mary’s Church, Coit Tower, Filbert Street Stairs, Transamerica Pyramid, Hotaling Place, and the California Street Cable Car. You’ll learn a little history (fun history, we promise) along with a contemporary overview of the neighborhoods and how they fit into San Francisco’s current landscape. Your guide will also recommend some of the hottest bars, restaurants, and shops in the area. ** Please note that most of the tour will be walking, with several 5-10 minute stops along the way.",41.18,"1-4 hours"
84,"Private San Francisco Holiday Lights Tour by Convertible Jeep",NULL,0,1.5,0,1,"Celebrate the holiday season in San Francisco a open top Jeep! Our 1.5-hour private group Holiday Lights outings include yummy hot chocolate, candy canes, fuzzy Santa hats and plenty of sing-along holiday tunes on board. This is a fun filled private tour for up to 6 gursts per jeep. Enjoy the sights with your own driver. Feast your eyes on the festive lights and drink in some holiday cheer on board our open Top convertible jeep! Getting in the holiday spirit comes naturally as you view the beautifully adorned Christmas trees, twinkling bridges, ice skating rinks, illuminated streets and bedecked buildings throughout the city. Even the cable cars are festooned with lights! NOTE: Price is per jeep, NOT per person. Jeeps are medium sized vehicles - for everyone's comfort we suggest four adult riders per Jeep along with 2 children /teens - Total of 6 guests. Ages 3+ ok with maximum seating for 3 children that require child seats/ booster seats. No children or infants on laps please.",NULL,"1-4 hours"
85,"Icons of San Francisco Tour (Walking & Metro)",NULL,0,2.5,0,1,"The Icons of SF tour starts at Alamo Square, where we'll introduce you to the Painted Ladies, beautiful Victorian houses perfectly framed against the San Francisco skyline. After that we walk through the fun Fillmore District before catching a bus to Russian Hill and the next icon, Lombard Street (passing the house used in the movie Mrs Doubtfire). On our tour you'll walk down the 'crookedest street in the world' – the best way of avoiding traffic AND getting the best photos. From there we stroll into North Beach, one of SF's most historic, picturesque and fascinating neighborhoods. We can even stop for refreshments in one of the great cafes or bars there. From there it's just a short walk to the final icon. SF's Chinatown is the oldest in the U.S., and its design has been copied by other Chinatowns all over the world. It's where the city started and is the perfect place to end your tour, because it has some of the best restaurants in the city.",52.19,"1-4 hours"
86,"Behind the Scenes San Francisco Visual Experience Ticket",NULL,0,1.5,0,0,"Let’s Do Lunch! A visual feast with San Francisco artists “One of the last havens for artists in the city” - SFGate - During this Behind-the-Scenes Visit, enjoy a homemade, multicultural meal with our creative team. Immerse into this vibrant world of local artists as you explore their studios, gaining insight into their creative process and witnessing firsthand the magic behind their masterpieces. With exclusive access to several installations and intimate conversations with the artists, a chance to meet local luminaries, and perhaps witness spontaneous performances, this cultural encounter offers many surprises. Come connect with fellow travelers and locals in this heartfelt experience of joy and inspiration!",113.10,"1-4 hours"
87,"The Vibrant Castro & Mission District: Private Half-Day Tour",NULL,0,3.0,0,1,"This Private Tour of Castro and Mission will introduce you to the city’s hippest neighbourhoods, notable for their LGBTQ community and cool, artsy vibe. In the Castro, learn about the extraordinary accomplishments of SF residents in halting demolition, stopping four-lane freeways and affecting positive change in feminism, peace, and LGBTQ rights. In the Mission District, you will venture down Clarion Alley and see the fabulous urban graffiti and satirical political street art as you stroll in the footsteps of feminists, Latinos, artists and activists who continue to fight for the soul of San Francisco. Pop into the Mission Dolores to see the oldest building in San Francisco, along with shrubbery and a garden reflective of the mission in the early 1790s. With a buzzing cultural mix and sizzling street food, Mission is famous for its galleries, neon-lit clubs and basement bars and is blessed with the leafy greenery of picturesque Dolores Park.",391.50,"1-4 hours"
88,"2 to 3 Hour Bar Crawl in Castro San Francisco",NULL,0,2.0,0,1,"If you are new to the city and or visiting, it's usually hard to figure out where to go for a night out in the Castro. This tour is made to answer your questions about where and when to go. You will experience the Castro bars in the eyes of a local guide that has been in the scene for many years. It would feel like you are visiting a local friend that has plenty of tips for you. You'll have insights on what happens where. Moreover, you'll be informed on when to go to certain places. We'll be visiting at least 5 bars depending on the time and the guests' preference. It would be a night to remember... or forget, depending on the number of drinks you'll want to consume that night. :) Required: ID that will confirm that you are of age to drink. It will be needed to able to enter the bars.",52.18,"1-4 hours"
89,"Private Tour Muir Woods and Sausalito",5.0,1,4.0,1,1,"his Tour will take you across the Golden Gate Bridge, walk among old growth coast redwoods of the famous Muir Woods National Monument Park. You will discover some of the most beautiful house boats in the world, where a hippie community took residence in the 70's and admire the beautiful seaside Mediterranean style City of Sausalito. The transportation will be in a luxury brand new Porsche Macan with only 4 passenger total and your guide. You will have a particular attention from your tour guide during all your trip.",555.87,"1-4 hours"
90,"North Beach: Gourmet Ghost Tour in San Francisco",5.0,31,3.0,0,0,"Venture into the heart of San Francisco’s North Beach—lovingly dubbed ‘Little Italy.’ On this food and ghost tour, you’ll weave through a rich culinary landscape while delving into the spine-tingling tales that haunt this iconic district. HIGHLIGHTS: + Full meal included + Unearth the chilling tales of the Gold Rush Era + See the cinematic history of the oldest restaurant in SF + Dive into the captivating history of pizza + Taste famed focaccia bread sandwiches at a bohemian gem + Hear stories of the Beatnik poets + Take a quick sojourn into Haunted Chinatown + Feel history come alive outside North Beach’s oldest bar + See where The Godfather was written + End on a sweet note with a renowned Italian dessert We’ll walk through the neighborhood's hidden corners and explore North Beach's sinister past, local gems, and time-honored establishments. Please note that this tour used to be all pizza, so some reviews might mention that, but we have diversified the menu since then.",86.13,"1-4 hours"
91,"San Francisco Embarcadero Scavenger Hunt Walking Tour and Game",5.0,1,2.0,0,1,"Enjoy a walking tour of beautiful and interesting parts of San Francisco's Embarcadero while following clues on your smartphone and solving interesting puzzles along the tour. Play the game on your smartphone with your group as the game guides you along the water font and solve 22 unique challenges along the way You'll walk about 2 miles along this scavenger hunt tour. Score points for correct answers and try to get the high score on the leaderboard. See major attractions as well as less-known gems of the Embarcadero on this unique scavenger hunt and walking tour. Play any time that fits your schedule! There is no in-person guide you have to wait for! Tour the Embarcadero of San Francisco. See the Bay Bridge, the Ferry Building, and lots of interesting historical sights and markers. Explore at your own pace. Enjoy fun challenges with family and friends. Discover some of San Franciscos hidden gems and historic sights. Perfect for all ages.",34.10,"1-4 hours"
92,"See San Francisco With A Local: Private & Personalized",5.0,1,3.0,0,1,"We could tell you how special San Francisco is but it is something you need to experience first hand. Don't let time constraints put you off. Whether you have one or two hours or a full day to spare, one of our local San Francisco hosts will create an itinerary according to your schedule and interests. With dramatic cliff top views (hopefully you’re not afraid of heights) to the food trucks that are part of the city's staple food scene, you’ll get an all- encompassing experience of this city. Within 24 hours after booking you'll receive a short questionnaire about your personality and interests. Based on your responses, you'll be assigned a like-minded host. Your host will communicate with you directly to suggest an itinerary to help you discover what makes the city unique. You will also agree on a meeting time and place. Your itinerary is flexible, so during the experience, you can always change your mind about what you want to do",116.14,"1-4 hours"
93,"Wonders of San Francisco City Self-Guided Driving Audio Tour",4.0,3,2.0,0,1,"Explore all that San Francisco has to offer, from the twists and turns of Lombard Street, through the bustling streets of Chinatown, and to the top of Telegraph Hill! This comprehensive self-guided audio tour of San Francisco covers everything from the Painted Ladies to the Golden Gate Bridge. This self-guided driving tour allows you to explore San Francisco with maximum flexibility and value. After booking, you can check your email before downloading the Tour Guide App by Action, enter your unique password, and access your tour. The preceding steps require good internet/wifi access. Simply follow the audio instructions and the route from there. Purchase one tour per car. Everyone can listen at the same time! This is not an entrance ticket. Check opening hours before your visit. New, extra validity — now, it’s yours for an entire year! Use multiple times over multiple trips!",14.18,"1-4 hours"
94,"San Francisco’s Spectral Secrets: A Haunting Adventure",NULL,0,1.5,0,0,"Embark on a journey where you become the hero in uncovering the haunted mysteries of San Francisco. This ghost hunting tour is not just an exploration; it’s a thrilling adventure into the heart of the city’s most enigmatic and spine-tingling locations. Imagine standing beneath the towering, ominous presence of the Transamerica Pyramid, feeling the chill of unseen eyes watching you. Wander through the historic corridors of Jackson Square, where the echoes of the past whisper around every corner. Delve into the shadowy alleys of Chinatown, where each step unveils a story steeped in supernatural folklore. This tour isn’t just about sightseeing; it’s about experiencing the thrill of the unknown, challenging your bravery, and becoming part of San Francisco’s haunting legends. Join us, and transform into the fearless explorer who dares to face the city’s spectral secrets. This is more than a tour; it’s your gateway to the other side. Will you dare to discover what lies beyond?",147.51,"1-4 hours"
95,"Presidio Walk to the Golden Gate Bridge",5.0,29,4.0,0,1,"On our walking tour of the Presidio (including Tunnel Tops!) JB Walking Tours takes you through history, not the boring history you learned in school, but with the sordid stories they never told you! A famous photographer who was also a murderer and an actress who was a Union spy are just a few of our stories. We'll discover Yoda and how Lucasfilm came to be a part of the Presidio. Visit our website for more details. Note: Tour starts at one location and ends at another We'll show you "then and now" photos of the park and tell stories of the soldiers and civilians that lived here as well as some who are buried here. On the main post, we’ll chat about what life was like for soldiers who lived here and discover the tragic, fiery fate that befell a very famous Army general. Many tours drive in a rush through the Presidio on their way to the bridge... our tour slows down to walk, and shows you what you're missing! Feel free to check out details on our website",NULL,"1-4 hours"
96,"San Francisco Castro Mission Loop Tour",5.0,11,3.0,0,1,"Two must-see Districts, one urban hike. Colorful trolleys, rainbow flags, & inviting terraces catch your eye as you cruise through the vibrant Castro District. With each block, a new piece of history paints the origins of the Castro. We’ll explore the tucked-away neighborhood of Liberty Hill on our way to Dolores Park, a picturesque microcosm of San Francisco living. Our next stop is the oldest building in the City & namesake of the Mission District: Mission Dolores. Here I’ll share old Spanish-California stories before we dive into one of the most happening neighborhoods in America. Known for its Latin roots, mural-lined streets, & eccentric nightlife, the Mission is the place to be! Take note of the craft cocktail bars, taquerias, and night clubs to plan an unforgettable evening after the tour. Between the Castro & the Mission, three hours won’t seem like enough to soak in these San Francisco Districts. "Snack stops" at Hot Cookie & Mission Taquerias for local bites (for purchase).",52.78,"1-4 hours"
97,"Treasures of San Francisco: Golden Gate Park Private Tour",5.0,1,2.5,0,1,"Where better to stretch your legs in San Francisco than its biggest green space: the fabulous Golden Gate Park! Keep your eyes open; there are plants galore around the park! Check out the Conservatory of Plants and see a huge range from around the world as you walk between lotus trees, stroll past a Japanese garden and pass by an area full of ancient plants. Hear the story of how this place was almost lost forever and the multimillion-dollar restoration that saved the Victorian glasshouse beloved by the locals. You’ll see why they fought for it when you visit to wander among exotic plants and beautiful blooms from around the world. Alongside the flowers are tributes to San Francisco’s vibrant music scene.You’ll see the Music Concourse,built in 1894 and still alive with fountains,food trucks, and summer live music events. Head over to Hippie Hill,which welcomed icons including Janis Joplin and the Grateful Dead during the Summer of Love. This and many more in this tour, join us now!",223.31,"1-4 hours"
98,"San Francisco Architecture Walking Tour",5.0,7,2.5,0,1,"The only architecture tour in the city led by an Architecture Historian offering a unique perspective of the historic and modern buildings of San Francisco's Financial District The San Francisco Architecture Walking Tour will be one of the most fascinating and original tours you've ever taken",NULL,"1-4 hours"
99,"San Francisco Four Peaks Tour",5.0,2,3.0,0,1,"Climb through history on a four-peak tour of San Francisco’s unique neighborhood, Eureka Valley. This multicultural hotspot spans the Castro District, Twin Peaks, Corona Heights, & Dolores Heights. Eureka Valley was known as the outskirts of the City. The place where Market Street stopped and cows grazed. Uncover the history of the Eureka Valley as we investigate relics of the 1850s outskirts and the churches of the 1890s Irish community. We’ll travel through streets that were abandoned in the 60's & brought back to life in 70's by the flourishing gay community. Locals & visitors alike can appreciate these untold moments in history as we explore four of the best vistas in San Francisco. We'll visit secret staircases & hidden concrete slides; secluded gardens & a certain podium with a missing statue. At the peak of Corona Heights, we’ll conclude at the fascinating Randall Museum. "Snack stop" made at the famous Hot Cookie for a tasty treat (for purchase). Wear your hiking shoes!",52.78,"1-4 hours"
100,"Billionaire Row and Palace of Fine Art Walking Tour",5.0,2,2.0,0,1,"Journey off the beaten path and into one of the most breathtakingly beautiful neighborhoods in the world. We'll meet in the old-monied Pacific Heights, home to tech moguls, political leaders, and even the princess of Genovia. I'll point out some of the mansions of "Billionaire Row" and take you down one of SF's signature, secret stairways. We’ll traverse the remains of the 1915 World's Fair and end at Marina Yacht Harbor. Learn the history of San Francisco's most exclusive neighborhood, it's residents, and the lasting impact of the Gold Rush and 1906 Earthquake and Fire. This tour is perfect for the photographer in all of us - with intricate Victorian architecture, manicured gardens, and magical views. San Francisco's weather can be unpredictable, so layers are always recommended. We run rain or shine! Our route is mostly downhill but does include 332 steps, so not ideal for large strollers or walkers.",28.71,"1-4 hours"
101,"Mission District food and history Walking Tour: Small group",NULL,0,3.5,0,1,"Be part of our exclusive sightseeing walking tour through San Francisco’s Mission district. We will explore the food and history of one of the most iconic neighborhoods in San Francisco. Dive deep inside its culture by trying delicious Oaxaca Mexican food and visiting the oldest church in SF Mission Dolores, classic Victorian architecture, and of course, the numerous murals celebrating the past and present Latin Culture.",80.91,"1-4 hours"
102,"San Francisco Fisherman's Wharf Private 1-Hour Walking Tour",3.0,4,1.0,0,1,"Come and discover all the secrets that San Francisco has to offer! We will walk all over the beautiful city, and see some beautiful sites like Fishermans Warf, Pier 39, and the Chocolate Factory. I am excited to take you on this journey! Details: 100% Private Tour. Commentary, Navigation, and Cool Information all included in the Pintours App. Don't worry about other people, this tour is completely tailored to you! With our app, you can pause the tour, and check out the locations as long as you want! You can skip a stop you don't like, and you have all the best information about each stop at your fingertips.",6.26,"1-4 hours"
103,"Gold Rush to Golden Gate: Self-Guided Tour of San Francisco",4.8,4,2.0,0,1,"Professional tour guide and city Insider, Brad Prickett, hosts you on a tour of San Francisco. GPS-activated audio plays automatically on your phone as you learn the colorful history and see the top attractions along San Francisco’s waterfront and across the iconic Golden Gate Bridge. Drive the tour at your own pace, using your phone as your guide. Learn the history, hear the stories of San Francisco’s founders, scoundrels and visionaries as you visit.",8.10,"1-4 hours"
104,"Fisherman's Wharf Self-Guided Walking Tour and Hunt",4.0,1,3.0,0,1,"This tourist scavenger hunt will take you from Fishermans Wharf to Russian Hill and North Beach! In fact, it will take you to all the major sites, museums and lookout points, as well as a few hidden gems.",26.59,"1-4 hours"
105,"Private City Kickstart Tour: San Francisco",3.0,2,1.5,0,1,"Receive a warm welcome to San Francisco on a private tour that will kick off your time in the city in the best way possible! In only 90 minutes, a local guide will get you acquainted with San Francisco to help you enjoy the rest of your stay to the fullest. Discover where to find Washington Square and North Beach, and how to explore them away from the crowds. And what about that unique family-owned restaurant or that amazing local hotspot? We got you covered; the local guides are experts in the subject! Forget about touristy traps; on this city kickstart tour, your guide will point you in the right direction. Private City Kickstart Tour: San Francisco is one of Withlocals' signature tours available in major cities worldwide. We work with passionate local guides who earn a fair fee. We support local economies by only offering local produce and prevent over-tourism with only small non-intrusive groups. Our tours are carbon-neutral and away from the standard tourist routes.",75.71,"1-4 hours"
106,"Gold Rush Exploration Game in San Francisco, Financial District",3.5,2,1.5,0,1,"Embark on a quest around San Francisco by solving clues playing the role of a person wanting to become rich in 1900, all with the help of your smartphone. Unlock new stories as you discover on your own the Embarcadero, Union Square, the Mechanics Monument, and more. You won't need a guide. - Discover popular and hidden places in San Francisco - Follow clues and unlock local stories that will amaze you - Visit Chinatown and the French Quarter in San Francisco You play the role of a person who has just arrived in San Francisco in the early 1900s seeking fortune like many others have done. It’s not long after the gold rush boom and there is plenty of money to be had. How will you strike it rich? Each clue on this quest will lead you from one place to another, giving you precise directions, so you won’t need a map, a GPS, or a guide. The quest will take you about 1.5 hours to complete, but you can finish it at your own pace. Start and stop the quest whenever you want.",6.37,"1-4 hours"
107,"Over the Rainbow in the Castro: A San Francisco Chronicle Self-Guided Tour",4.0,2,1.0,0,0,"Discover San Francisco’s Castro neighborhood and its rich history with this affordable, self-paced walking tour. • Find out all about the queer predecessors who paved the way for everything from marriage equality to the popularity of the drag art form • Hear from Tony Bravo, the San Francisco Chronicle's Arts & Culture writer, as he guides you around the Castro neighborhood • Do it all in an hour or linger at stops along the way with complete control over when you start and finish • Get unlimited use before your booking date and after it • Use the virtual tour option at home Once you’ve booked, you’ll receive a ticket with instructions and a unique code listed under “Before You Go”. Then simply install the VoiceMap app and enter your code. The app displays directions to the starting point, and when you’re in the right place, just pop in your headphones and tap start. VoiceMap has automatic GPS playback, with turn-by-turn directions. It also works offline.",6.95,"1-4 hours"
108,"San Francisco Cow Hollow Tour",NULL,0,3.0,0,1,"Once the home of the City’s dairy farms, Cow Hollow is now the cusp of SF's trendy, upscale culture. We’ll visit legendary rock & roll venue, The Matrix Club, where Santana, the Doors, & Jefferson Airplane recorded some of their most legendary sets. I’ll share some stories from the 60s & 70s when this psychedelic chateau was in its prime. Down the road, boutiques, top-class cafés, and artisan storefronts give the Victorian scenery of Union Street a new vibe. We’ll visit landmarks like the funky eight-sided Octagon House before ascending to the Pacific Heights district. Enjoy the fresh air & views at Lyon Steps before descending through spiraling gardens & sharp hedges to the Presidio. Here, we will learn about war history & Star Wars history at the Lucasfilm Campus. Our last stop is the lagoon at the Palace of Fine Arts, where Greco-Roman columns & rotundas are twice as nice in the reflective pond. Then we head over to popular Chestnut street. "Snack stops" made for local bites!",56.55,"1-4 hours"
109,"Sensational San Francisco Self-Guided Audio Tour",NULL,0,2.0,0,0,"The bustling city of San Francisco San Francisco is one of the most famous cities in the world and home to iconic landmarks such as the Golden Gate Bridge and Alcatraz Island. Perfectly suited for discovery on foot, our self-guided audio tour allows you to set the pace and explore at your leisure as you uncover the stories of this exciting city. To discover this fascinating city in your own time and at your own pace just download this self-guided audio tour, pop in your headphones, open the map that comes with your download and start walking. You will witness some of the world’s most recognisable sights, and learn about the California Gold Rush which developed this once humble mission settlement into one of the United States’ most influential cities, the devastating earthquake of 1906, the hardships faced by Chinese immigrants here, the global influence of the Beat Generation and more. Please note that this tour is only available in English.",13.82,"1-4 hours"
110,"Alcatraz and Streets of San Francisco Guided Electric Bike Tour",4.9,9,4.0,0,0,"Enjoy a Two-Day Two-Tour Alcatraz & Electric Bike Tour Package. This tour includes the official trip to Alcatraz island and a professionally guided bike tour. Check these Two Top-Ten visitor experiences OFF your bucket list with this package deal.",177.19,"1-4 hours"
